building_rating_id,building_name,address,city,state,zipcode
2.0,hillcrest apartments,237 Hillcrest Rd,Mountain Home,AR,72653
2.0,hillcrest apartments,890 Ridgewood Dr,Plainfield,IN,46168
2.0,hillcrest apartments,1100 E 56th St,Savannah,GA,31404
2.0,hillcrest apartments,724 Maryland St,Saint Croix Falls,WI,54024
1.0,hillcrest apartments,4625 San Diego Ave,Saint Louis,MO,63121
2.0,hillcrest apartments,1402 Meares St,Wilmington,NC,28401
2.0,hillcrest apartments,1812 S Grand Ave,Waukesha,WI,53189
2.0,hillcrest apartments,207 Hillcrest Dr,Reno,NV,89509
2.0,hillcrest apartments,306 Old Hickory Rd,Newton,MS,39345
2.0,hillcrest apartments,500 Boright St,Le Sueur,MN,56058
2.0,hillcrest apartments,250 Hillcrest Dr,Lancaster,OH,43130
2.0,hillcrest apartments,1528 Wildwood Ave,Columbus,GA,31906
2.0,hillcrest apartments,2603 Arnold Dr,Charlotte,NC,28205
2.0,hillcrest apartments,215 Carl Perkins Dr,Ashland,KY,41101
2.0,hillcrest apartments,300 E Ford Ave,Connell,WA,99326
2.0,hillcrest apartments,271 S Beckford Dr,Henderson,NC,27536
3.0,hillcrest apartments,319 Laudenbach Ct,Saint Cloud,MN,56301
3.0,hillcrest apartments,1 Hillcrest Dr,Bisbee,AZ,85603
2.0,hillcrest apartments,100 N Lafayette Ave,Bremerton,WA,98312
2.0,hillcrest apartments,142 Hillcrest Dr,Fredericksburg,VA,22401
3.0,hillcrest apartments,656 N Bell St,Grenada,MS,38901
2.0,hillcrest apartments,564 E Main St,Statesboro,GA,30461
2.0,hillcrest apartments,301 E 3rd Ave,Runnemede,NJ,08078
2.0,hillcrest apartments,800 Oakwood St,Bennettsville,SC,29512
3.0,hillcrest apartments,6705 N Terra Vista Dr,Peoria,IL,61614
3.0,hillcrest apartments,5601 S Youngs Blvd,Oklahoma City,OK,73119
3.0,hillcrest apartments,141 Green Bay Rd,Wilmette,IL,60091
3.0,hillcrest apartments,3000 Birchwood Dr,Lynchburg,VA,24501
3.0,hillcrest apartments,14893 Interurban Ave S,Tukwila,WA,98168
3.0,hillcrest apartments,690 Highway 139,Monroe,LA,71203
3.0,hillcrest apartments,1503 John Collins Rd,Pelham,GA,31779
2.0,hillcrest apartments,1621 Homer Rd,Winona,MN,55987
3.0,hillcrest apartments,401 8th St,Juneau,AK,99801
2.0,hillcrest apartments,1710 Muny Vista Dr,Alton,IL,62002
2.0,hillcrest apartments,101 E Vine St,Le Roy,IL,61752
2.0,hillcrest apartments,515 E 12th Ave,Anchorage,AK,99501
3.0,hillcrest apartments,25 Gerber Rd E,South Windsor,CT,06074
3.0,hillcrest apartments,785 W Providence Rd,Lansdowne,PA,19050
3.0,hillcrest apartments,500 Hill St,Dowagiac,MI,49047
3.0,hillcrest apartments,720 Winkler Dr,Perryville,MO,63775
3.0,hillcrest apartments,917 Dreiling Rd,Junction City,KS,66441
2.0,hillcrest apartments,3501 Buckner Ln,Paducah,KY,42001
2.0,hillcrest apartments,1301 N Michigan St,South Bend,IN,46617
2.0,hillcrest apartments,43885 State Route 18,Wellington,OH,44090
2.0,hillcrest apartments,3424 Thompson Ave,Anchorage,AK,99508
3.0,hillcrest apartments,985 E Lafayette St,Dadeville,AL,36853
3.0,hillcrest apartments,1916 N Orleans St,McHenry,IL,60050
2.0,hillcrest apartments,1204 Redington Ave,Troy,PA,16947
2.0,hillcrest apartments,801 E 14th St,Sweetwater,TX,79556
3.0,hillcrest apartments,211 Hill Crest St,Hillsville,VA,24343
1.0,hillcrest apartments,1444 Crossroads Dr,Mountain City,TN,37683
3.0,hillcrest apartments,1757 Upland Ave,Houghton,MI,49931
2.0,hillcrest apartments,207 W Highway St,Doniphan,MO,63935
2.0,hillcrest apartments,321 W 22nd St,Big Spring,TX,79720
2.0,park place,1015 Park Pl,Wilmington,DE,19806
2.0,park place,809 Winflo Dr,Austin,TX,78703
4.0,park place,675 Town Center Dr,Newport News,VA,23606
3.0,park place,110 Southport Rd,Spartanburg,SC,29306
4.0,park place,421 Meeting St,Dalton,GA,30721
2.0,park place,405 N Ewing Ave,Dallas,TX,75203
2.0,park place,1460 Marshall St,Redlands,CA,92374
2.0,park place,12003 15th Ave NE,Seattle,WA,98125
3.0,park place,6100 Lakewood Dr W,University Place,WA,98467
3.0,park place,2628 NE Red Sunset Dr,Gresham,OR,97030
2.0,park place,3701 Crowell Rd,Turlock,CA,95382
2.0,park place,4587 39th St,San Diego,CA,92116
2.0,park place,2300 Park Place Ave,Fort Worth,TX,76110
3.0,park place,3850 Mountain Vista St,Las Vegas,NV,89121
2.0,park place,4113 E Linebaugh Ave,Tampa,FL,33617
2.0,park place,5020 Elmhurst Rd,West Palm Beach,FL,33417
2.0,park place,4617 Park Blvd,San Diego,CA,92116
3.0,park place,130 Homestead Rd S,Lehigh Acres,FL,33936
2.0,park place,13141 SE Powell Blvd,Portland,OR,97236
3.0,park place,851 Church St,Mountain View,CA,94041
2.0,park place,3340 E Walnut St,Pearland,TX,77581
3.0,park place,1406 Maple Ln,Kent,WA,98030
4.0,park place,600 N Kingsbury St,Chicago,IL,60654
2.0,park place,709 Baxter Ave,Superior,WI,54880
2.0,park place,98 Park Ave,Wilkes Barre,PA,18702
2.0,park place,410 NE Izett St,Oak Harbor,WA,98277
2.0,park place,"880, 890 Parkview Ave",Battle Creek,MI,49017
2.0,park place,25 Yosemite Cir,Bohemia,NY,11716
3.0,park place,2 Hiltin Pl,Greensboro,NC,27409
2.0,park place,16480 Del Monte Ave,Morgan Hill,CA,95037
2.0,park place,212 Acklen Park Dr,Nashville,TN,37203
2.0,park place,1001 W Lakeview Dr,Sebastian,FL,32958
4.0,park place,14550 34th Ave N,Plymouth,MN,55447
2.0,park place,1700 Patrick Pl,South Park,PA,15129
2.0,park place,40340 Chapel Way,Fremont,CA,94538
2.0,park place,700 Poplar St,Jacksonville,AR,72076
3.0,park place,3700 Seven Mile Ln,Baltimore,MD,21208
3.0,park place,7500 Cranfill Way,Louisville,KY,40214
2.0,park place,2501 Park Blvd,Odessa,TX,79763
2.0,park place,745 2nd Ave NW,Issaquah,WA,98027
2.0,park place,1045 3rd St,Santa Monica,CA,90403
2.0,park place,16900 Chatsworth St,Granada Hills,CA,91344
2.0,park place,5188 Balboa Arms Dr,San Diego,CA,92117
2.0,park place,15903 Prairie Ave,Lawndale,CA,90260
2.0,park place,2204 14th St E,Glencoe,MN,55336
2.0,park place,2001 W Hickory St,Denton,TX,76201
2.0,park place,1460 Parkside Ave,Ewing,NJ,08638
2.0,park place,1117 Plymouth Dr,Champaign,IL,61821
3.0,park place,3040 W Farm Road 164,Springfield,MO,65807
2.0,park place,5730 Frankford Ave,Philadelphia,PA,19135
2.0,park place,3319 Park Ave,Wilmington,NC,28403
3.0,park place,12225 Atlantic Ave,Lynwood,CA,90262
4.0,park place,212 N Bassett St,Madison,WI,53703
3.0,park place,100 Athol St,Buffalo,NY,14220
3.0,park place,2701  32nd Ave S,Fargo,ND,58103
3.0,park place,9659 Manassas Dr,Manassas Park,VA,20111
3.0,park place,3245 E University Ave,Las Cruces,NM,88011
2.0,park place,24845 Fir Ave,Moreno Valley,CA,92553
3.0,park place,400 Park Ave,Foley,AL,36535
2.0,park place,3505 9th Ave W,Hibbing,MN,55746
3.0,park place,2404 Tate Springs Rd,Lynchburg,VA,24501
2.0,park place,100 Boardwalk Cv,Jackson,TN,38301
3.0,park place,164 Gregory Ave,Snow Hill,NC,28580
3.0,park place,11919 Colerain Rd,Saint Marys,GA,31558
3.0,park place,600 24th St N,Birmingham,AL,35203
3.0,park place,1230 N St,Sacramento,CA,95814
2.0,park place,89-21 169th St,Jamaica,NY,11432
4.0,park place,7001 W Tapps Hwy,Bonney Lake,WA,98391
4.0,park place,14575 W Mountain View Blvd,Surprise,AZ,85374
2.0,park place,1000 Progress St NW,Blacksburg,VA,24060
4.0,park place,700 W Harbor Dr,San Diego,CA,92101
2.0,park place,81 Pine Grove Rd,Cartersville,GA,30120
3.0,park place,3969 Mahaila Ave,San Diego,CA,92122
4.0,park place,3395 Michelson Dr,Irvine,CA,92612
2.0,park place,400 S Elm St,Arroyo Grande,CA,93420
3.0,park place,140 Park Ave,Brockport,NY,14420
3.0,park place,681 Park Ave,Keene,NH,03431
2.0,park place,125 E Park St,Owatonna,MN,55060
2.0,park place,2270 Madison Rd,Cincinnati,OH,45208
2.0,park place,215 S Bell Ave,Lyons,KS,67554
3.0,park place,611 College St,Crandall,TX,75114
3.0,park place,207 S 6th St,Osage City,KS,66523
2.0,park place,2414 30th St,Gulfport,MS,39501
3.0,park place,2618 10th Ave,Canyon,TX,79015
2.0,park place,1616 Spring Valley Dr,Huntington,WV,25704
3.0,park place,650 Lehigh Rd,Newark,DE,19711
3.0,park place,5001 S Lawndale Ave,Chicago,IL,60632
2.0,park place,500 N Montgomery Ave,Sheffield,AL,35660
2.0,park place,6548 Park Ave,Milton,FL,32570
4.0,park place,6161 Stone Valley Dr,Reno,NV,89523
2.0,park place,8 Nebraska Rd,Wilmington,DE,19808
2.0,park place apartments,4030 78th Ave,Pinellas Park,FL,33781
3.0,park place apartments,623 Park Pl,West Palm Beach,FL,33401
2.0,park place apartments,2115 N Garrett Ave,Dallas,TX,75206
3.0,park place apartments,10755 SW 108th Ave,Miami,FL,33176
2.0,park place apartments,460 E 700 N,Provo,UT,84606
2.0,park place apartments,1015 Arcade Blvd,Sacramento,CA,95815
2.0,park place apartments,68 Ransom Ave NE,Grand Rapids,MI,49503
3.0,park place apartments,243 Boardwalk Ave,Shepherdsville,KY,40165
3.0,park place apartments,3611 Maplewood Ave,Wichita Falls,TX,76308
2.0,park place apartments,600 Lakeside,Cambridge,OH,43725
2.0,park place apartments,200 Campbell St,Cleveland,TX,77327
2.0,park place apartments,4399 Forest Park Blvd,Saint Louis,MO,63108
3.0,park place apartments,610 W Foothill Blvd,Monrovia,CA,91016
3.0,park place apartments,4378 Sepulveda Blvd,Sherman Oaks,CA,91403
2.0,park place apartments,2605 Jefferson St,Carlsbad,CA,92008
2.0,park place apartments,4033 33rd St,San Diego,CA,92104
2.0,park place apartments,790 Church St,San Francisco,CA,94114
2.0,park place apartments,1661 259th St,Harbor City,CA,90710
2.0,park place apartments,7742 Park Place Blvd,Houston,TX,77087
2.0,park place apartments,25401 Cypress Ave,Hayward,CA,94544
2.0,park place apartments,66 Devir St,Malden,MA,02148
2.0,park place apartments,7970 Woodman Ave,Van Nuys,CA,91402
2.0,park place apartments,721 Sandy St,Norristown,PA,19401
3.0,park place apartments,8700 De Soto Ave,Canoga Park,CA,91304
2.0,park place apartments,43253 20th St W,Lancaster,CA,93534
2.0,park place apartments,3760 Park Boulevard Way,Oakland,CA,94610
2.0,park place apartments,2925 N Alvernon Way,Tucson,AZ,85712
2.0,park place apartments,370 W Kimball Ave,Hemet,CA,92543
2.0,park place apartments,7514 Hogan Rd,Jacksonville,FL,32216
2.0,park place apartments,1222 E 30th St,Kansas City,MO,64109
2.0,park place apartments,2430 E Rossiter Ln,Vancouver,WA,98661
2.0,park place apartments,11555 SW 88th Ave,Tigard,OR,97223
2.0,park place apartments,5683 Park Pl,Chino,CA,91710
3.0,park place apartments,8615 238th St SW,Edmonds,WA,98026
2.0,park place apartments,12602 Lincoln Ave SW,Lakewood,WA,98499
3.0,park place apartments,1310 Alma Ave,Walnut Creek,CA,94596
3.0,park place apartments,212 Third St,Troy,NY,12180
2.0,park place apartments,401 Loring Ave,Orange Park,FL,32073
3.0,park place apartments,3515 Arlene Dr,Branson,MO,65616
2.0,park place apartments,5980 Old Porter Rd,Portage,IN,46368
2.0,park place apartments,1413 Cambridge Pl,Manhattan,KS,66502
2.0,park place apartments,2820 Park Blvd,Oakland,CA,94610
3.0,park place apartments,301 Burnsville Pky E,Burnsville,MN,55337
2.0,park place apartments,900 I St,Sparks,NV,89431
3.0,park place apartments,2342 Park Place Dr,Liberty,TX,77575
2.0,park place apartments,705 S Church St,Asheboro,NC,27203
2.0,park place apartments,1325 S 77 Sunshine Strip,Harlingen,TX,78550
2.0,park place apartments,4165 Menlo Ave,San Diego,CA,92105
2.0,park place apartments,916 N Ella Rd,Spokane Valley,WA,99212
3.0,park place apartments,9600 Telephone Rd,Ventura,CA,93004
2.0,park place apartments,347 Hampshire Dr,Hamilton,OH,45011
2.0,park place apartments,1102 North St,Santa Rosa,CA,95404
2.0,park place apartments,201 Beaver Ct,Colorado Springs,CO,80905
3.0,park place apartments,4626 Deleon St,Fort Myers,FL,33907
3.0,park place apartments,1654 E Grand River Ave,East Lansing,MI,48823
3.0,park place apartments,1325 Park Ave SW,Albuquerque,NM,87102
2.0,park place apartments,1810 Mahoning Ave,Warren,OH,44483
3.0,park place apartments,6125 Eden East Dr,Montgomery,AL,36117
2.0,park place apartments,114 Park Ave,Omaha,NE,68131
4.0,park place apartments,4030 Tates Creek Rd,Lexington,KY,40517
2.0,park place apartments,1003 Savage Rd NE,Salem,OR,97301
2.0,park place apartments,3609 SE 42nd Ave,Portland,OR,97206
3.0,park place apartments,255 Park Pl,San Ramon,CA,94583
3.0,park place apartments,15529 S Plaza Dr,Taylor,MI,48180
4.0,park place apartments,1319 Bell Ridge Rd,Johnson City,TN,37601
2.0,park place apartments,391 Monroe Ave,Troy,MO,63379
2.0,park place apartments,540 E 13 Mile Rd,Madison Heights,MI,48071
2.0,park place apartments,1155 E Bullard Ave,Fresno,CA,93710
4.0,park place apartments,1023 W 24th St,Austin,TX,78705
2.0,park place apartments,621 Arcadia St,Hurst,TX,76053
3.0,park place apartments,8529 Parkvilla Dr,Mountain Iron,MN,55768
2.0,park place apartments,730 K St,Idaho Falls,ID,83402
2.0,park place apartments,309 N Park St,Roberts,WI,54023
2.0,park place apartments,133 High St,Williamston,MI,48895
2.0,park place apartments,8401 Park Place Blvd,Houston,TX,77017
3.0,park place apartments,550 E Hanford Armona Rd,Lemoore,CA,93245
2.0,park place apartments,7331 8th St,Buena Park,CA,90621
4.0,park place apartments,2720 State Route 160,Highland,IL,62249
3.0,park place apartments,107 Luxury Ln,Knightdale,NC,27545
2.0,park place apartments,5820 Murray Dr,Hanahan,SC,29410
2.0,park place apartments,510 Oglethorpe Ave,Athens,GA,30606
3.0,park place apartments,12115 William Plz,Omaha,NE,68144
2.0,park place apartments,1831 Wynnton Rd,Columbus,GA,31906
4.0,park place apartments,877 E Park St,Eugene,OR,97401
2.0,park place apartments,1911 Camino de la Costa,Redondo Beach,CA,90277
2.0,park place apartments,2932 Marshall Ave SE,Grand Rapids,MI,49508
2.0,park place apartments,920 E Michigan Ave,Hobbs,NM,88240
3.0,park place apartments,100 Belle Fontaine Dr,Lafayette,LA,70506
2.0,park place apartments,1750 Saint Johns Blvd,Lincoln Park,MI,48146
2.0,park place apartments,2650 Church St,Hernando,MS,38632
2.0,park place apartments,625 N State St,Ukiah,CA,95482
2.0,park place apartments,1606 Kent Pl,Roseville,CA,95661
2.0,park place apartments,518 W Park Ave,Mcalester,OK,74501
3.0,park place apartments,20 S Mechanic St,Bellville,TX,77418
2.0,park place apartments,3525 Burt St,Omaha,NE,68131
2.0,park place apartments,125 Oriole St,Hot Springs,AR,71901
3.0,park place apartments,430 Parkside Ln,Hemlock,MI,48626
3.0,park place apartments,1441 Ashcraft Ln,Charlotte,NC,28209
2.0,park place apartments,2275 Scenic Hwy,Pensacola,FL,32503
2.0,park place apartments,3132 W Lambright St,Tampa,FL,33614
2.0,park place apartments,1601 N Richmond St,Hartford City,IN,47348
3.0,park place apartments,499 S Pear Orchard Rd,Ridgeland,MS,39157
3.0,park place apartments,250 E 2nd Ave,Hialeah,FL,33010
2.0,park place apartments,2051 Hilltop Dr,Ashwaubenon,WI,54313
2.0,park place apartments,39234 Park Place Cir,Zephyrhills,FL,33542
2.0,park place apartments,2326 Cordova St,Anchorage,AK,99503
2.0,park place apartments,155 E Park St,Elizabethtown,PA,17022
3.0,park place apartments,230 SE Evans St,McMinnville,OR,97128
4.0,park place apartments,940 City Plaza Way,Oviedo,FL,32765
2.0,park place apartments,1900 W Broadway Ave,Elk City,OK,73644
2.0,park place apartments,123 E Burk Ave,Wildwood,NJ,08260
3.0,park place apartments,45 Bridge St,Suffield,CT,06078
3.0,park place apartments,5601 Eastern Ave,Davenport,IA,52807
2.0,park place apartments,505 E 4th St,Huxley,IA,50124
3.0,park place apartments,1526 5th St,Coralville,IA,52241
2.0,park place apartments,2300 44th St,Dickinson,TX,77539
2.0,park place apartments,3056 Water St,Stevens Point,WI,54481
2.0,park place apartments,1644 Waukegan Rd,Glenview,IL,60025
3.0,park place apartments,2548 Walnut Ave,Carmichael,CA,95608
3.0,park place apartments,98 Rawlins Way,Clyde,OH,43410
2.0,park place apartments,1209 7th St NE,Devils Lake,ND,58301
3.0,park place apartments,8280 High Pointe Dr,Newburgh,IN,47630
3.0,park place apartments,2915 Arleth St,Terre Haute,IN,47802
2.0,park place apartments,1300 5th Ave,Delano,CA,93215
2.0,park place apartments,1404 East Blvd,Cleveland,OH,44106
2.0,park place apartments,821 Hillsboro Rd,Farmington,MO,63640
3.0,park place apartments,172 Creekridge Cir,Mooresville,NC,28115
3.0,park place apartments,1505 Park Pl,College Station,TX,77840
2.0,park place apartments,506 S D St,Indianola,IA,50125
4.0,park place apartments,222 E Boyd Dr,Baton Rouge,LA,70808
2.0,park place apartments,5528 KY Route 114,Prestonsburg,KY,41653
4.0,park place apartments,3515 Hoyt Ave,Everett,WA,98201
2.0,park place apartments,2057 Washington St,Ferndale,WA,98248
3.0,park place apartments,110 NE Brookdale Ln,Bremerton,WA,98311
3.0,park place apartments,2610 Emmett Ave,Tifton,GA,31794
3.0,park place apartments,1695 Brewer Rd,Winston-Salem,NC,27127
2.0,park place apartments,7004 Cleveland Ave,Kansas City,MO,64132
3.0,park place apartments,301 Dyer St,Mountain Home,AR,72653
3.0,park place apartments,161 Park Pl,Seneca Falls,NY,13148
3.0,parkview apartments,16936 Burbank Blvd,Encino,CA,91316
3.0,park view apartments,10 Allegheny Ctr,Pittsburgh,PA,15212
2.0,riverview apartments,17935 Quantico Rd,Apple Valley,CA,92307
2.0,parkside apartments,1221 Barton Hills Dr,Austin,TX,78704
3.0,parkside apartments,9219 Anderson Mill Rd,Austin,TX,78729
3.0,parkside apartments,400 W 9th St,Los Angeles,CA,90015
3.0,parkside apartments,5100 Ming Ave,Bakersfield,CA,93309
2.0,parkview apartments,1685 Colorado Blvd,Denver,CO,80220
3.0,park view apartments,3700 10th Ave,San Diego,CA,92103
2.0,parkside apartments,3856 Bronx Blvd,Bronx,NY,10467
2.0,parkview apartments,12215 W Dixie Hwy,North Miami,FL,33161
2.0,riverview apartments,1423 Riverside Dr,Lakewood,OH,44107
2.0,parkview apartments,1160 N Quincy St,Arlington,VA,22201
2.0,parkside apartments,621 N Monroe St,Stockton,CA,95203
2.0,parkside apartments,339 W Oak St,Stockton,CA,95203
2.0,parkside apartments,1010 N Frio St,San Antonio,TX,78207
2.0,park view apartments,822 S Park View St,Los Angeles,CA,90057
2.0,riverview apartments,15 W Main St,Ansonia,CT,06401
2.0,parkview apartments,824 S 11th St,Albion,NE,68620
2.0,park view apartments,82597 Miles Ave,Indio,CA,92201
2.0,parkside apartments,201 S 7th St,Ogden,KS,66517
2.0,parkside apartments,56 N Buffalo St,Springville,NY,14141
2.0,riverview apartments,5252 Courtney Ln,Joplin,MO,64804
3.0,parkside apartments,1801 S Cutler Dr,Tempe,AZ,85281
2.0,parkview,401 W Fourth St,Jamestown,NY,14701
2.0,parkview apartments,6 N Main St,Orono,ME,04473
2.0,park view apartments,504 Bethel Rd,Morganton,NC,28655
2.0,parkview apartments,1108 Anna St,Elizabeth,NJ,07201
2.0,parkview apartments,19 Maple St,Springfield,MA,01103
3.0,parkside apartments,729 Parkside Reserve St,Wellington,OH,44090
3.0,riverview apartments,315 High St,Oregon City,OR,97045
2.0,parkside apartments,555 Precinct Line Rd,Hurst,TX,76053
2.0,parkview apartments,7252 Munson Way,Sacramento,CA,95823
2.0,park view apartments,1021 S Park View St,Los Angeles,CA,90006
2.0,parkside apartments,277 N 1st St,El Cajon,CA,92021
2.0,parkview,202 W Benjamin Holt Dr,Stockton,CA,95207
2.0,parkview apartments,3330 Country Dr,Fremont,CA,94536
3.0,parkside apartments,9333 NE 120th St,Kirkland,WA,98034
2.0,park view apartments,1235 W Baseline Rd,Tempe,AZ,85283
2.0,park view apartments,220 Hamilton St NW,Washington,DC,20011
3.0,park view apartments,511 Park View,Los Angeles,CA,90057
2.0,parkside apartments,1203 NE 135th St,Seattle,WA,98125
2.0,parkview apartments,6530 W 94th Pl,Oak Lawn,IL,60453
3.0,parkside apartments,1501 Decoto Rd,Union City,CA,94587
2.0,parkview apartments,503 Parkview Ln,Lockport,IL,60441
3.0,parkview apartments,825 15th St,Modesto,CA,95354
2.0,park view apartments,4900 Fulton St,San Francisco,CA,94121
2.0,parkside apartments,3652 SE Stark St,Portland,OR,97214
2.0,park view apartments,350 Oxford St,Chula Vista,CA,91911
2.0,park view apartments,211 E Locust St,Lodi,CA,95240
2.0,riverview apartments,12425 SE River Rd,Milwaukie,OR,97222
2.0,parkside apartments,2715 Main St,Forest Grove,OR,97116
2.0,parkview apartments,10425 Plainview Ave,Tujunga,CA,91042
3.0,parkside apartments,1815 13th Ave S,Seattle,WA,98144
2.0,park view apartments,723 Eucalyptus Ave,Vista,CA,92084
3.0,parkview apartments,9890 W 26th Ave,Lakewood,CO,80215
2.0,parkview apartments,529 Taylor Ct,Mountain View,CA,94043
2.0,parkview,401 Pine St,Edmonds,WA,98020
3.0,parkview apartments,1751 Ellis St,Concord,CA,94520
2.0,parkside apartments,900 W Casino Rd,Everett,WA,98204
2.0,parkview apartments,2045 W Linden St,Riverside,CA,92507
2.0,parkside apartments,301 Grant St,Framingham,MA,01702
2.0,park view apartments,622 Londonderry Ln,Denton,TX,76205
2.0,parkside apartments,920 Pedras Rd,Turlock,CA,95382
2.0,parkside apartments,6514 46th St,Sacramento,CA,95823
2.0,parkview apartments,17545 Madison Ave,Lakewood,OH,44107
3.0,park view apartments,3101 E Artesia Blvd,Long Beach,CA,90805
2.0,park view apartments,1430 S Chelton Rd,Colorado Springs,CO,80910
2.0,parkview apartments,1330 Moreland Dr,Clearwater,FL,33764
2.0,parkview apartments,895 Clinton Springs Ave,Cincinnati,OH,45229
2.0,parkview apartments,750 Carroll Pky,Frederick,MD,21701
2.0,parkview apartments,1347 Holly Dr,Tracy,CA,95376
2.0,parkside apartments,1209 Tulip St,Longmont,CO,80501
3.0,parkview,618 New Brunswick Ave,Perth Amboy,NJ,08861
3.0,parkview,360 Six Flags Dr,Austell,GA,30168
2.0,parkview apartments,3344 Redondo Beach Blvd,Torrance,CA,90504
3.0,riverview apartments,2650 NW 64th Ave,Sunrise,FL,33313
2.0,parkside apartments,4616 Leiper St,Philadelphia,PA,19124
2.0,parkside apartments,315 S 50th St,Philadelphia,PA,19143
2.0,riverview apartments,602 W 135th St,New York,NY,10031
3.0,parkview apartments,1865 N Fuller Ave,Los Angeles,CA,90046
3.0,riverview apartments,1730 Main St,Franklinton,LA,70438
3.0,parkview apartments,10905 Bourbon Ct,Tampa,FL,33612
3.0,parkside apartments,516 N 4th St,Coleman,MI,48618
3.0,parkview apartments,360 Meridian Ave,San Jose,CA,95126
2.0,riverview apartments,8612 Halls Ferry Rd,Saint Louis,MO,63147
3.0,parkview apartments,8401 E Reno Ave,Midwest City,OK,73110
2.0,parkview apartments,270 W Alamar Ave,Santa Barbara,CA,93105
3.0,parkview apartments,2590 California Park Dr,Chico,CA,95928
3.0,park view apartments,660 NE 149th St,Miami,FL,33161
2.0,parkside apartments,465 N Center St,Gonzales,CA,93926
2.0,park view apartments,707 Elton Pl,Salinas,CA,93905
2.0,park view apartments,715 Elton Pl,Salinas,CA,93905
2.0,parkview apartments,6 Parkview Dr,Painesville,OH,44077
2.0,parkview apartments,2363 Southern Blvd,Bronx,NY,10460
2.0,parkview apartments,1250 Central Ave,Wenatchee,WA,98801
3.0,park view apartments,2743 Lanning Ave,Redding,CA,96001
2.0,parkview apartments,4150 Lions Pl,Macon,GA,31206
3.0,parkside apartments,750 99th Ave NW,Coon Rapids,MN,55433
2.0,parkside apartments,325 W 5th St,Mesa,AZ,85201
2.0,riverview apartments,1070 Bethel New Richmond Rd,New Richmond,OH,45157
2.0,parkview apartments,1831 E 18th St,National City,CA,91950
2.0,park view apartments,1609 E 18th St,National City,CA,91950
2.0,riverview apartments,8150 W River Rd,Minneapolis,MN,55444
2.0,parkview apartments,15130 65th Ave,Seattle,WA,98188
2.0,parkside apartments,1224 E Saginaw St,East Lansing,MI,48823
3.0,parkside apartments,7775 Park Dr,Omaha,NE,68127
2.0,parkside apartments,3941 NE 3rd Ave,Oakland Park,FL,33334
2.0,park view apartments,6964 Fulton St,San Diego,CA,92111
2.0,parkview apartments,1229 Sacramento St,Vallejo,CA,94590
2.0,parkview,100 Parkview Ln,Savoy,IL,61874
2.0,riverview apartments,229 S 2nd St,Springfield,OR,97477
3.0,riverview apartments,171 Laurel St,Bristol,CT,06010
2.0,parkview apartments,625 W 9th Ave,Anchorage,AK,99501
3.0,parkview apartments,1200 W Taylor St,Sherman,TX,75092
2.0,riverview apartments,700 Buckeye St,Warren,OH,44485
3.0,parkview apartments,800 N Major Ave,Henderson,NV,89015
3.0,parkview apartments,5400 Diamond Loch,Columbus,OH,43228
2.0,park view apartments,45 Balph Ave,Pittsburgh,PA,15202
2.0,riverview apartments,230 Canal St,Milford,MI,48381
2.0,riverview apartments,223 2nd St,Massillon,OH,44646
2.0,riverview apartments,1236 Dixie Hwy,Rossford,OH,43460
2.0,park view apartments,181 Pierce St,Gilroy,CA,95020
2.0,riverview apartments,650 N 8th St,Sunbury,PA,17801
3.0,riverview apartments,750 N 8th St,Sunbury,PA,17801
2.0,parkside apartments,810 W Huron St,Ann Arbor,MI,48103
3.0,parkside apartments,345 W Park St,Stockton,CA,95203
2.0,riverview apartments,600 NW S River Dr,Miami,FL,33136
2.0,parkview apartments,2202 Dale St N,Roseville,MN,55113
2.0,parkview apartments,2210 Dale St N,Roseville,MN,55113
3.0,parkview,1955 W Old Shakopee Rd,Bloomington,MN,55431
2.0,parkside apartments,5409 El Camino Ave,Carmichael,CA,95608
2.0,park view apartments,3320 Byron Center Ave,Grand Rapids,MI,49519
